dinâmica dos investimentos produtivos internacionais	surgimento da empresa multinacional. conceito de produção transnacional. terceirização e “global sourcing”. fatores “pull and push”. estratégias de governos nacionais para atrair investimentos. trajetória dos investimentos externos diretos em relação ao comércio internacional e o crescimento econômico. relações sindicais e normas ambientais. papel da unctad e da omc.
dinâmica e controle de veículos espaciais	sistemas de coordenadas. atitude de um v/e. cinemática e dinâmica rotacional de um corpo rígido. giroscópios (introdução). estabilização: passiva/ativa, gradientes gravitacionais, spin, uso de torqueadores (magnéticos, rodas de reação). manobras de atitude no espaço. sensores e atuadores de atitude em sistemas de controle e guiagem de v/e.
dinâmica e desafios dos processos migratórios	dinâmica dos processos migratórios modernos. análise do mundo do trabalho via mobilidade humana. modelos explicativos da mobilidade humana. a perspectiva do equilíbrio. atração e repulsão. migrações internacionais virada do século xix-xx. migrações internacionais e assimilação. migrações internacionais período entre guerras. perspectiva histórico estrutural. a questão migratória pós década de 1960. migrações e multiculturalismo. migrações e direitos humanos. dimensão econômica das migrações. migrações como problema. processos de inclusão. sociedades receptoras. redes sociais. globalização e circulação humana. identidades e deslocamentos. conflitos e diferenças. emigração de brasileiros.
dinâmica i	sistema de forças, estática e cinemática de ponto material e corpo rígido. dinâmica de ponto material. exemplos de aplicação. dinâmica de ponto material e corpo rígido: quantidade de movimento, teorema do movimento do baricentro, momentos de massa de segunda ordem, energia cinética, trabalho e potência das forças internas e externas, teorema da energia cinética, momento das forças internas e externas, momento angular, teorema do momento angular, ângulos de euler e equações de euler.
dinâmica ii	dinâmica de ponto material e corpo rígido: quantidade de movimento, teorema do movimento do baricentro, momentos de massa de segunda ordem, energia cinética, trabalho e potencia das forças internas e externas, teorema da energia cinética, momento das forças internas e externas, momento angular, teorema do momento angular, ângulos de euler e equações de euler. mecânica lagrangeana: graus de liberdade, coordenadas generalizadas, vínculos holônomos e não-holônomos, deslocamento virtual, trabalho virtual, forças vinculares, princípio do trabalho virtual, princípio de d`alembert, forças generalizadas, equações de lagrange.
dinâmica molecular e monte carlo	diferenciação, integração e interpolação numérica. zeros e extremos de uma função de uma variável. sistemas lineares de equações. extremos de funções de várias variáveis. o método de monte carlo: integração, decaimento radioativo, difusão. passeantes aleatórios e o algoritmo de metropolis. o modelo de ising. problemas de valores próprios: diagonalização da equação de schrödinger. equações diferenciais: métodos de euler, runge-kutta e preditor-corrector. o pêndulo amortecido e forçado. caos. resolução da equação de schrödinger por integração da equação diferencial: o método de numerov. as equações de laplace e poisson. transformadas de fourier. dinâmica molecular. métodos de monte carlo quânticos: os átomos de hidrogênio e hélio e as moléculas h2 e h+2.
dinâmica não linear e caos	conceitos básicos: equações diferenciais e mapas; espaço de fase e retrato de fase; mapa de poincaré e mapa estroboscópico. mapas unidimensionais: pontos fixos e periódicos e sua estabilidade; a família de mapas logísticos; expoentes de lyapunov e caos; mapas abertos e dimensão fractal. sistemas dissipativos em dimensão maior que um: atratores estranhos. sistemas conservativos: o mapa padrão; caos de separatriz; elementos de caos hamiltoniano.
dinâmica orbital	campo central e lei da gravitação universal. leis de kepler. órbitas e classificações. sistemas de coordenadas. manobras orbitais. problema de dois corpos. problema reduzido de 3 corpos. sistemas de tempo. determinação de órbita. . equações de lagrange e de delaunay.
dinâmicas socioespaciais do abc paulista	momentos iniciais da estruturação do abc paulista: o subúrbio. industrialização e urbanização: primeiros núcleos industriais, mobilidade intra-regional. industrialização e urbanização pós década de 1950: diversificação do parque industrial; migrações e expansão urbana: a produção da periferia. crise dos anos 1970, reestruturação produtiva e novas dinâmicas econômicas e sociais do abc.
direito internacional público	a disciplina tem por objetivo o estudo das origens, evolução e fundamentos do direito internacional público. fontes formais e materiais. tratados internacionais. relações entre normas internacionais e o ordenamento jurídico interno. os diferentes sujeitos de direito internacional público e sua natureza: estados, organizações internacionais, entidades subnacionais e a pessoa humana. território do estado, sistema de representação do estado e responsabilidade internacional do estado. espaços comuns internacionais e patrimônio comum da humanidade. meios de solução pacífica dos conflitos internacionais. jus cogens. governança global e novos regimes.
dispositivos eletrônicos	diodos semicondutores: fundamentos, relação estática tensão-corrente, características dinâmicas, influência térmica, aplicações em retificação, deslocamento de nível, limitação de nível, lógica binária, etc. transistores: princípios em que se baseiam o transistor bipolar de junção e o transistor mos, aplicações em amplificação de tensão e de corrente, deslocamento de nível, comparação de tensão e de corrente. aplicações destes dispositivos no processamento de sinais baseadas em simetria e semelhança de dispositivos, ressaltando pares diferenciais e espelhos de corrente.
diversidade cultural, conhecimento local e políticas públicas	conceitos de cultura; o significado do ethos cultural das comunidades locais; diversidade cultural, conhecimento local e visão de mundo dos diferentes grupos sociais; relações interculturais entre o agente de políticas públicas e a população local; relativismo cultural e direitos humanos: uma tensão a ser compreendida para a elaboração de políticas públicas; a noção de choque cultural; identidade social e cultural e valores culturais; a proteção da diversidade cultural como política pública; linguagens culturais e o implemento de políticas públicas; patrimônio imaterial e aplicação de políticas públicas; políticas públicas para populações indígenas; políticas públicas voltadas para saúde e relações de gênero; políticas públicas e ethos e pluralismo religioso; políticas públicas e velhice; políticas públicas e infância; imigração, migração e políticas públicas; desenraizamento, estratégias de pertencimento e afirmação da identidade; códigos sociais, violência como linguagem e o papel das políticas públicas; multiculturalismo e educação.
ecologia comportamental	conceitos fundamentais em ecologia comportamental. métodos em ecologia comportamental. desenvolvimento do comportamento. comunicação. seleção de habitat e dispersão. forrageamento. comportamento anti-predação. seleção sexual e investimento parental. sistemas de acasalamento. comportamento social.
ecologia do ambiente antropizado	sistemas ambientais naturais e antrópicos: bases de funcionamento. o significado da classificação; conceitos e técnicas básicos de ecologia, ecologia da paisagem, ecologia humana, ecologia urbana e agroecologia. a ação antrópica como componente de ecossistemas. relações entre o homem e a natureza na geografia, na ecologia e na sociologia; caracterização do papel das ações antrópicas recíprocas com os seres vivos e o ambiente. a escala como elemento na análise ambiental. atividades de campo.
ecologia vegetal	os principais conceitos e áreas de pesquisa atual em ecologia vegetal, com enfoque nos fatores que afetam a distribuição e abundância de espécies de plantas e nos métodos de estudo e análise das populações e comunidades.
econometria i	 modelos de regressão linear simples e múltipla: especificação, estimação e inferência. as hipóteses de gauss-markov. propriedades assintóticas dos estimadores de mínimos quadrados ordinários e máxima verossimilhança. tópicos especiais sobre a especificação dos modelos de regressão. regressão linear com variáveis independentes qualitativas (dummies).
econometria ii	questões especiais na análise de regressão: multicolinearidade, heterocedasticidade e autocorrelação residual. previsão na análise de regressão. modelos com variável dependente binária: modelos probit e logit. modelos com variável dependente limitada: modelo tobit. estimação com variáveis instrumentais. modelos para equações simultâneas. introdução aosmodelos em painel.
econometria iii	introdução aos modelos de séries temporais no domínio do tempo. processos estocásticos: definições, tipos e características. medidas de dependência: função de correlação, autocorrelação e autocorrelação parcial e cruzada. tendência, sazonalidade e quebras estruturais. a estacionariedade e não estacionariedade em séries temporais. modelos para séries temporais estacionárias: modelos auto-regressivos (ar), modelos de médias móveis (ma), modelos auto-regressivos de médias móveis (arma). modelos para séries temporais não-estacionárias i(1): tendências estocásticas em séries temporais, testes de raízes unitárias, testes de raízes unitárias com quebras estruturais, modelos auto-regressivos integrados e de médias móveis (arima). previsão com modelos arima. modelos multivariados para séries temporais: modelos vetoriais auto-regressivos (var). análise de cointegração: conceitos e testes. análise de co-integração envolvendo quebras estruturais e nãolinearidades.
economia brasileira	desenvolvimento industrial. antecedentes históricos e sua evolução: programas de industrialização. principais ramos industriais: alimentação, automobilístico, infra-estrutura, eletroeletrônicos. emprego, mercado e financiamento, importação e exportação. energia e agricultura: histórico e antecedentes. industrialização no brasil e a criação das estatais do setor energético no brasil. estrutura do setor energético no brasil. gastos públicos e financiamento da energia; produção e distribuição de energia. o pró-alcool e as fontes alternativas de energia. reflexo do pró-álcool sobre a estrutura e dinâmica da agricultura no brasil. desenvolvimento científico e tecnológico: papel da inovação no desenvolvimento econômico. parques tecnológicos, arranjos produtivos locais e incentivos a inovação. a política industrial nas óticas desenvolvimentistas e de falhas de mercado e os principais instrumentos de política industrial.
economia brasileira contemporânea i	processo de industrialização no brasil: industrialização restringida, substituição de importações, papel do estado e industrialização entre 1930 e 1945 e política econômica nos governo dutra e no segundo governo vargas (1929-1955). plano trienal, paeg e novas instituições de promoção do desenvolvimento. plano de metas e industrialização pesada (1956-1961). crise dos anos 1960: inflação, estagnação e ruptura (1961-1964). estabilização e reformas (1964-1967). retomada do crescimento e distorções do ¿milagre¿ econômico (1967-1973).
economia brasileira contemporânea ii	desaceleração, crise do modelo ¿crescimento com endividamento¿, choques externos e ii plano nacional de desenvolvimento (1974-1979). ajuste externo e desequilíbrio interno (1980-1984). crise da dívida e crise fiscal. tentativas de estabilização e reestruturação produtiva na década de 1980. planos: cruzado, bresser, verão e collor.
economia brasileira contemporânea iii	reformas institucionais dos anos 1990. governo itamar franco: plano real e estabilização. governo fernando henrique cardoso: estabilização, privatização, desindexação e abertura da economia. reestruturação produtiva e desempenho da economia brasileira. crise econômica em fins do século xx. governo lula: continuidade da estabilização econômica, retomada do crescimento com inclusão social e programa de aceleração do crescimento (pac). entraves estruturais ao desenvolvimento: educação, transporte, energia e tecnologia.
economia da energia	exploração dos recursos energéticos. monopólios naturais e regulação do setor elétrico e de gás natural. regulação tarifária. bens públicos, externalidades e a tragédia do uso comum. mercados de energia: eletricidade e combustíveis. política energética.  planejamento energético. inovação tecnológica no setor energético. mudanças climáticas: capand trade, internalização.
economia da inovação tecnológica	as diferentes abordagens econômicas do progresso técnico. inovação e teorias da firma. concorrência schumpeteriana. os principais elementos da abordagem neo- schumpeteriana: regimes, paradigmas e trajetórias tecnológicas, sistemas de inovação e aprendizado tecnológico. o processo de difusão tecnológica e as escolhas tecnológicas. formas de aquisição e transferência do conhecimento. formas de apropriabilidade do esforço inovativo.
economia de empresas	conceitos introdutórios da teoria econômica; tipos de mercados; formas de mercados e suas suposições. economia de empresa: modelo econômico descritivo, análise dos custos, analise das receitas, análise conjunta e otimização da margem bruta de contribuição; política de preços; estudo de encomendas em função do nível de utilização da capacidade; indicadores de análise da posição econômica da empresa; estudos da produção conjunta.
economia de reatores nucleares	descrição de uma usina nuclear típica;  o ciclo do combustível;  processos associados ao ciclo do combustível; transporte e armazenamento do combustível irradiado; componentes do custo de energia; o valor temporal do dinheiro; custo de capital; custo do combustível; conceito de burnup; efeito do número de zonas de enriquecimento no custo do combustível; valor do plutônio.
economia do petróleo e do gás natural	exploração dos recursos naturais. historia econômica do setor de hidrocarbonetos. geopolítica da energia. políticas de governo para o setor. regulação na indústria de petróleo, derivados e de gás natural. modelos de projeção aplicados à indústria de petróleo e gás natural. análise econômica e de riscos na indústria de petróleo e gás natural. simulações de monte carlo. métodos de otimização.
economia do setor público	razões econômicas para a presença do estado. o setor público no brasil. eficiência de mercado. falhas de mercado e o papel do governo. equidade e eficiência. bens públicos, escolha pública e produção pública de bens privados. externalidades e meio-ambiente. análise da política de gastos em saúde, defesa, seguridade social, educação e de gastos em programas de redistribuição de renda. falhas de governo. teoria da tributação: tributação e eficiência econômica e tributação ótima. tributação sobre trabalho e capital. regulação de mercados e os limites do estado.
economia do território	conceitos de espaço e de território. o objeto de estudo da economia espacial. o território entre o macro e o micro: a economia espacial nas ciências econômicas. o território no pensamento dos economistas clássicos. a tradição da escola alemã e os modelos gravitacionais da economia espacial. o território e os distritos marshalianos. densidade, distância e renda da terra: a escola anglo-saxônica e a nova economia urbana. a nova geografia econômica e a síntese de krugman. as perspectivas recentes - o embrião de um diálogo interdisciplinar.
economia do trabalho	introdução ao mercado de trabalho: definições, fatos e tendências. a demanda por trabalho: um modelo simples e modelos modificados. custos de trabalho quase-fixos e seus efeitos sobre a demanda por trabalho. a oferta de trabalho: a decisão de trabalhar e a teoria da produção doméstica. diferenciais de salários compensatórios e os mercados de trabalho. investimento em capital humano e efeitos sobre os diferenciais de salários. mobilidade do trabalhador: rotatividade, migração e imigração. pagamento e produtividade. gênero, raça e etnia no mercado de trabalho. sindicatos e negociações coletivas no setor privado: evidência de efeitos salariais. desigualdade nos ganhos. as curvas de lorenz e os coeficientes de gini.
economia e instituições no brasil contemporâneo	legado histórico. visão ortodoxa das instituições: bases e instrumentos da estabilidade macroeconômica; agenda de reformas macroeconômicas e microeconômicas. instituições políticas e sociais: eleições e representação. agricultura e instituições. desenvolvimento, tecnologia e instituições. instituições e meio-ambiente.
economia e meio ambiente	meio ambiente e desenvolvimento econômico. economia dos recursos naturais. teoria da poluição. valoração econômico-ambiental. contabilidade ambiental. economia ecológica. comércio e meio ambiente. relações internacionais e meio ambiente.
economia industrial	o estudo de organização industrial. análise estrutural de mercado: críticas à concorrência perfeita eimperfeita. teoria do oligopólio e formação de preços. teoria do crescimento da firma. interaçãoestratégica. estrutura de mercado oligopolista e padrões de concorrência. a grande empresa contemporânea. mercados contestáveis. estratégias empresariais. políticas e regulação dos mercados.
economia institucional i	trajetória das abordagens institucionalistas em economia: a velha e a nova economia institucional (temas, autores e periodização). fundamentos da economia institucional original (eio): crítica à economia clássica e neoclássica; a abordagem evolucionária de veblen. fundamentos da economia institucional: interesses divergentes, direitos de propriedade e organizações em commons. galbraith: a tecno-estrutura e o novo estado industrial. contexto da ascensão da nova economia institucional (nei): crítica à economia ortodoxa. primeira vertente da nei: rent seeking, escolha pública e coalizões para a ação coletiva. segunda vertente da nei: a economia dos custos de transação. terceira vertente da nei: instituições, história e performance econômica de longo prazo.situação atual da eio: o papel dos hábitos e das instituições para hodgson; wray e a macroeconomia da eio; a eio e o meio-ambiente.
economia institucional ii	instituições: desenho ou ordem espontânea? a visão de instituições como equilíbrios. instituições e jogos evolucionários. instituições e mudança institucional. bases teóricas do novo institucionalismo histórico. hábitos, path dependence e mudança incremental na história econômica de longo prazo. bases teóricas do institucionalismo da escolha racional. bases teóricas do institucionalismo sociológico. mercado e organizações. instituições do mercado, mercados, hierarquias, market choice e non-market choice. a natureza da firma: hábitos, rotina e organizações. mecanismos e estruturas de governança. convergências e divergências nos programas de pesquisa em economia institucional.
economia internacional i	introdução à teoria do comércio internacional. modelos de comércio internacional: modelo de vantagens comparativas de ricardo, modelo de fatores específicos, modelo de heckscher¿ohlin e modelo geral do comércio. economias de escala, concorrência imperfeita e comércio internacional. evidências empíricas de padrões de comércio. instrumentos de política comercial. economia política da política comercial. acordos internacionais de comércio. política comercial nos países em desenvolvimento e nos países avançados.
economia internacional ii	contabilidade nacional e balanço de pagamentos. taxas de câmbio e o mercado de câmbio. moeda, taxas de juros e taxas de câmbio. níveis de preços e taxa de câmbio no longo prazo. produção e taxa de câmbio no curto prazo. taxas de câmbio fixas e intervenção no câmbio. sistema monetário internacional. política e coordenação macroeconômica internacional sob taxas de câmbio flutuantes. áreas monetárias ótimas. mundialização e financeirização da economia em período recente.
economia monetária	modelos simples de trocas em uma economia monetária com gerações sobrepostas. modelo de duas ilhas de lucas. modelo de escolha intertemporal. regime de metas de inflação. mecanismos de transmissão de política monetária. modelos de inconsistência temporal na política monetária (modelos de barro-gordon). inter-relações entre política fiscal e política monetária e dominância fiscal. regras de taylor. atuação do banco central.
economia política da segurança alimentar global	teoria neomaltusiana. segurança alimentar e soberania nacional. explicações para a fome. análise dos principais mercados (demanda e oferta). formação de preços. estados, povos e empresas multinacionais. desafio da sustentabilidade. papel das agências intergovernamentais (fao, fmi). atuação do g7 e g20.
economia política internacional da energia	história do carvão ao petróleo. impacto dos choques de 1973 e 1979. demanda e oferta. controle sobre fontes de energia. doutrina de segurança energética dos eua. política energética da rússia. oriente médio. áfrica. empresas privadas e estatais. trajetória da opep e da aie. novos atores.
economia regional e sociedade	a contextualização do debate acerca do papel do território na economia internacional.. globalização, reestruturação produtiva e as economias urbanas e regionais. teorias sobre o desenvolvimento local. tipologia de estratégias de desenvolvimento econômico local e regional. experiências nacionais e internacionais de revitalização de economias urbanas e regionais. perspectivas: economia, governança e mobilização produtiva de territórios.
economia solidária, associativismo e cooperativismo	concepções de desenvolvimento sustentável e as críticas aos modelos de desenvolvimento capitalista nas sociedades modernas; concepções de desenvolvimento local e regional; desenvolvimento sustentável, questões ambientais e sociais; concepções de economia solidária e economia social; concepções de associativismo e cooperativismo; histórias do associativismo e do cooperativismo e suas ligações com os movimentos de trabalhadores, sindicais e sociais; resistências, críticas à globalização e às políticas econômicas neoliberais e as redes de economia solidária e social; transformações no mundo do trabalho: desregulamentação, desemprego, reestruturação produtiva e os impactos nas formas de organização do trabalho e dos trabalhadores; contradições e ambigüidades nas políticas públicas voltadas ao mundo do trabalho: legitimação e questionamento das políticas de geração de emprego e renda e combate à pobreza; políticas públicas de economia solidária, economia social, associativismo e cooperativismo na região do abc paulista, no brasil e em outros países.
economia urbana	principais teorias econômicas sobre a dinâmica territorial das cidades e áreas metropolitanas. urbanização, industrialização e o desenvolvimento das cidades ¿ introdução à visão econômica; teorias de localização ¿ a escola alemã; uso e ocupação do solo e renda da terra no modelo neoclássico; regulação urbanística, infraestrutura urbana e a dinâmica dos mercados imobiliários; o mercado imobiliário nos assentamentos precários; teorias de aglomeração ¿ de marshall a krugman; economia política das cidades; visões heterodoxas sobre o papel do mercado e do estado na produção e reprodução do espaço urbano.
economia, sociedade e meio ambiente	a questão ambiental: problemas ambientais e seus determinantes sociais e econômicos. a questão ambiental na teoria econômica: interdependências entre natureza e economia. meio-ambiente e comercio internacional: barreiras ambientais, competitividade e qualidade ambiental. modernização ecológica: tecnologia, crescimento e meio-ambiente. energia e sociedade. reflexão aplicada a temas contemporâneos: estado e mercado na questão ambiental. desenvolvimento sustentável e políticas ambientais. a abordagem da sociedade de risco: limites da racionalidade técnico-científica.
educação ambiental	conceitos, princípios e pensamentos norteadores da educação ambiental. o movimento ambientalista e o histórico da ea no brasil e no mundo; documentos legais da educação ambiental. fundamentos e concepções de meio ambiente e educação ambiental; projetos de educação ambiental. análise de conflitos ambientais e percepção de cidadania ambiental. campanhas educativas como estratégia de conservação, planejamento e saneamento ambiental. análise e vivências de experiências práticas de educação ambiental em diferentes contextos.
educação científica, sociedade e cultura	possibilidades de atuação do educador e a educação científica na sociedade atual. percepção pública da ciência e tecnologia. divulgação e popularização científica. alfabetização científica: articulações com a cultura e a construção da cidadania. cultura científica no contexto local e global. conexões entre arte e ciências. a ciência na sociedade e na cultura: espaços formais, não formais e informais de educação científica.
educação em saúde e sexualidade	saúde e sexualidade como “descoberta, construção e busca”, numa perspectiva bio-psico-socio-cultural. papel da escola na promoção da saúde e no desenvolvimento da sexualidade humana. perspectiva histórica e interdisciplinar das questões de saúde e sexualidade. produção de materiais didáticos envolvendo os temas saúde e sexualidade no contexto da escola básica e de espaços educativos não formais. elaboração de projetos educativos para espaços escolares e/ou comunitários. estudo sobre as violências das várias ordens que cercam a vida de alguns alunos e que interferem na saúde, nas relações e comportamentos sexuais. desenvolvimento da sexualidade no ciclo vital (crianças, adolescentes, adultos e idosos) nos aspectos biológicos, emocionais e psicológicos.
educação inclusiva	princípios e fundamentos legais que embasam a educação inclusiva. conceituação educação inclusiva e especial, ensino inclusivo e integrado. desafios para educação inclusiva no brasil. perfil dos alunos com necessidades educacionais especiais e conceito de inclusão social. estratégias de ensino inclusivo e propostas de práticas docentes e atividades educativas exercidas na educação inclusiva.
efeitos biológicos das radiações	noções de citologia. principais mecanismos de interação da radiação ionizante com a materia. dosimetria: energia depositada no meio, dose absorvida. efeitos biológicos nas células, nas moléculas, em tecidos e em mamíferos. fundamentos de proteção radiológica. processos de transferência de energia. propriedades eletromagnéticas dos tecidos vivos. interação de microondas com sistemas biológicos. efeitos térmicos e não-térmicos de microondas. absorção da radiação ultravioleta (uv). ação da radiação uv e iv em células.
elaboração, análise e avaliação de projetos	definição de projeto; definição de escopo e objetivos do projeto; etapas de elaboração do projeto; levantamento de custo do projeto; viabilidade tecno-econômica do projeto; metas de curto, médio e longo prazo; definição de necessidades para implantação do projeto; seleção da equipe de execução; implementação de meios materiais para execução; definição de fatores críticos de sucesso.
elementos finitos	elementos finitos em uma dimensão: princípios variacionais, funções de interpolação, funções de forma, matriz de rigidez, condições de fronteira, problemas em coordenadas cilíndricas. elementos finitos duas dimensões: problemas de fronteira bidimensionais, equações diferenciais provenientes da elasticidade, princípios variacionais, elementos triangulares e coordenadas cilíndricas. princípios variacionais, aproximação de galerkin e equações diferenciais parciais.
elementos finitos aplicados em materiais	introdução. exemplos de problemas elípticos em elasticidade. motivação. noções de elasticidade linear. método dos elementos finitos. estudo de um problema linear modelo unidimensional. formulação clássica. formulação variacional. aproximações de galerkin. elementos finitos. método dos elementos finitos para equações gerais de segunda ordem em dimensão 1. formulação variacional. partição do domínio e escolha das funções de base. introdução das condições de fronteira: condições de dirichlet, condições neumann e condições mistas. redução a um sistema linear. estimativas do erro. método dos elementos finitos para equações diferenciais com derivadas parciais em dimensão 2. formulação variacional. elementos finitos triangulares e retangulares. construção da malha. condições de fronteira. redução a um sistema linear. estimativas do erro. problemas dinâmicos. problemas parabólicos: a equação do calor. formulação clássica. formulação variacional. formulação de galerkin semidiscreta. estimativas do erro. problemas hiperbólicos. elastodinâmica e dinâmica estrutural. formulação clássica. formulação variacional. formulação de galerkin semidiscreta. estimativas do erro. algoritmos para problemas parabólicos. algoritmos a um passo para a equação semidiscreta do calor: o método do trapézio generalizado. estabilidade, convergência, análise do erro. o método da energia. exemplos numéricos. algoritmos para problemas hiperbólicos. algoritmos a um passo para a equação de movimento semidiscreta. o método de newmark. estabilidade, convergência, análise do erro. o método da energia. exemplos numéricos. uso da linguagem c e fortran e aplicativo  scilab para desenvolvimento de algoritmos,  mathlab, femlab e ansys para simulação de modelos complexos.
eletrificação rural com recursos energéticos renováveis	introdução. conceito de eletrificação rural descentralizada (erd). energia e desenvolvimento rural. limitações da rede convencional nas áreas rurais. configurações tecnológicas para o suprimento de energia elétrica no meio rural. o sistema monofásico de retorno por terra (mrt). o uso de tecnologias baseadas em energias renováveis. ferramentas modernas de geoprocessamento e serviço da erd. riscos e potencialidades associadas à eletrificação rural. análise financeiro de projetos no meio rural. modelos institucionais de gestão de projetos. o papel das organizações rurais na sustentabilidade dos projetos de eletrificação. estudos de caso. problemas, exercícios.
eletroanalítica e técnicas de separação	técnicas eletroanalíticas: potenciometria, voltametria, polarografia, amperometria, coulometria, biamperometria. técnicas de separação: cromatografia gasosa e líquida, eletroforese capilar.
eletromagnetismo i	revisão de álgebra vetorial. análise vetorial: gradiente, divergente, rotacional. lei de coulomb. campo elétrico. potencial eletrostático. lei de gauss. dipolo elétrico. equação de laplace: coordenadas esféricas, coordenadas cilíndricas. imagens eletrostáticas: carga puntual e esfera condutora, cargas lineares e imagens lineares. polarização: campos eletrostáticos em meios dielétricos. lei de gauss em meios dielétricos: vetor deslocamento elétrico. condições de contorno sobre vetores de campo. equação de laplace em meios dielétricos: campo eletrostático uniforme em esfera dielétrica. polarizabilidade: equação de clausius-mossotti. dipolos elétricos induzidos. energia eletrostática: densidade de energia do campo eletrostático. coeficientes de potencial eletrostático. coeficientes de capacitância. coeficientes de indução. capacitores: forcas, torques.
eletromagnetismo ii	corrente elétrica: densidade de corrente, equação de continuidade. lei de ohm: condutividade; correntes estacionárias em meios contínuos: equação de laplace. passagem para o equilíbrio eletrostático: tempo de relaxação. campo magnético: forças sobre elementos de corrente, lei de biot e savart, lei circuital de ampére. potencial vetor; potencial escalar; fluxo magnético. condições de contorno sobre vetores de campo. magnetização: densidade de dipolo magnético. energia magnética, forças e torques. campo magnético na matéria: suscetibilidade magnética. permeabilidade magnética. histerese. diamagnetismo, paramagnetismo, ferromagnetismo. indução eletromagnética: lei de faraday-henry, auto-indutância, indutância mútua, fórmula de neumann.
eletromagnetismo iii	corrente de deslocamento: lei de ampere-maxwell, equações de maxwell. energia eletromagnética. equação de onda: condições de contorno sobre campos, fontes da equação de onda. ondas planas monocromáticas em meios não-condutores: polarização, densidade de energia, fluxo de energia. ondas planas monocromáticas em meios condutores. reflexão e refração. ngulo de brewster. coeficientes de fresnel. reflexão e transmissão por camada delgada. propagação entre placas paralelas: guia de ondas, ressonadores de cavidade. modelo de drude-lorentz: absorção na ressonância por cargas ligadas, teoria do elétron livre de drude. radiação de dipolo oscilante. radiação de antena de meia onda. radiação de grupo de cargas em movimento. potenciais de lienard-wiechert.
eletrônica analógica aplicada	diagrama de black e características dos sistemas realimentados; os diversos estágios que perfazem um amplificador operacional de tensão de dois estágios; características estáticas e dinâmicas de um amplificador operacional canônico; aplicações do amplificador operacional no condicionamento e processamento analógico de sinais. montagem, simulação e caracterização de diversos circuitos.
eletrônica de potência i	semicondutores de potência; conversores estáticos de potência - conversores ca/cc, conversores cc/cc, conversores cc/ca, conversores ca/ca; retificadores controlados - monofásico de meia onda, bifásico de meia onda, trifásico de onda completa; tipos de comutação forçada; fontes chaveadas; reguladores boost, buck, buck-boost e cuk.
eletrônica de potência ii	proteção de tiristores - corrente, tensão e refrigeração; associação de tiristores; aplicação de conversores ca/cc; aplicação de conversores cc/ca; aplicação de conversores ca/ca.
eletrônica digital	funções elementares. álgebra de chaveamento. técnicas de análise de circuitos. técnicas de síntese de circuitos. hardware digital. circuitos msi. circuitos seqüenciais. máquinas de estado. projeto de circuitos seqüenciais. dispositivos de memória. conversores analógico-digitais (dac). conversores digital-analógicos (adc). dispositivos programáveis complexos e introdução às fpgas.
eletroquímica e cinética química	serão abordados temas relacionados à cinética e dinâmica química, teoria de arrhenius e energia de ativação, ordem e mecanismos de reações, cinética em soluções, métodos experimentais, formulações teóricas da cinética química, eletroquímica fundamental, processos de eletrodo, fundamentos das técnicas eletroquímicas e eletroanalíticas.
empreendedorismo	natureza e a importância dos empreendedores; benefícios proporcionados pelo empreendedor à sociedade; características de comportamento e de personalidade do empreendedor; as competências específicas do empreendedor e o seu desenvolvimento; barreiras e armadilhas que ameaçam os negócios iniciados pelo empreendedor; oportunidades internacionais de empreendedorismo; criatividade e idéia de empresa; questões legais para o empreendedor; o planos: negócio, marketing, financeiro, organizacional; fontes de capital: capital de risco informal e capital de risco formal; preparando o lançamento do novo empreendimento: as primeiras decisões administrativas; administrando o desenvolvimento inicial do novo empreendimento; questões e estratégias para expansão do empreendimento; abertura de capital; encerrando as atividades da empresa.
empreendedorismo e desenvolvimento de negócios	postura empreendedora. processo de desenvolvimento de negócios. tópicos em negócios.
energia de sistemas solares térmicos	radiação solar. tópicos de transferência de calor. características da radiação de materiais opacos. transmissão da radiação solar através de vidros. coletores solares planos para aquecimento de água. coletores concentradores. armazenamento de energia térmica. dimensionamento de sistemas térmicos solares. economia dos processos térmicos solares. aquecimento de edificações. refrigeração solar. processos industriais com aquecimento solar. sistemas de potencia com aquecimento solar. simulações em processos térmicos solares. métodos para desenho de sistemas ativos solares. heliostatos. engenharia heliotérmica. centrais heliotérmicas de geração de energia elétrica. problemas e exercícios.
energia dos oceanos	energia do mar. as ondas do mar. velocidade e altura das ondas. energia das ondas. utilização da energia das ondas. tecnologias de aproveitamento das ondas. sistemas de coluna de água oscilante (owc). dispositivos oscilantes. transbordamento da água do mar. energia maré-motriz. as marés. potência extraível das marés. geração de eletricidade. turbinas tipo bulbo. exemplos de usinas maré-motrizes. energia das correntes de maré. turbinas para correntes de maré. energia extraída por uma turbina de maré. cercas de maré. central maremotriz de dalupiri. conversão da energia térmica dos oceanos. energia térmica dos oceanos. sistema de geração otec.
energia e abastecimento	fontes de energia. matriz energética do brasil. impacto ambiental das diversas fontes e formas de conversão. formas de aproveitamento das energias naturais. matriz energética do brasil. impacto ambiental das diversas fontes e formas de conversão. sistemas de geração, transmissão, distribuição de energia. estrutura de organização do setor energético. desenvolvimento econômico e social e demanda de energia. políticas e programas de abastecimento de energia.
